avl_mass,avl_CGx,avl_CGy,avl_CGz,avl_Ixx,avl_Iyy,avl_Izz
7365.4267,154.1534051256499,-0.0073270141437653674,0.52400583244401711,89122815.219499514,10429088.584219236,99551903.803718746
